canal A	canal B	canal C	ABC	AB	AC
59	48	41	0	41	48
65	52	45	0	45	52
70	52	55	0	55	52
46	37	33	0	33	37
68	49	54	0	54	49
51	37	36	0	36	37
73	53	50	0	50	53
62	45	43	0	43	45
55	45	43	0	43	45
68	48	55	0	55	48
57	43	45	0	45	43
69	49	53	0	53	49
66	50	49	0	49	50
67	50	53	0	53	50
50	40	37	0	37	40
75	58	59	0	59	58
79	58	62	0	62	58
61	45	45	0	45	45
72	54	60	0	60	54
65	41	58	0	58	41
71	55	55	0	55	55
52	38	39	0	39	38
75	58	64	0	64	58
75	58	55	0	55	58
60	48	37	0	37	48
62	43	45	0	45	43
71	51	52	0	52	51
67	53	43	0	43	53
62	47	49	0	49	47
51	42	37	0	37	42
77	60	50	0	50	60
61	41	48	0	48	41
71	55	54	0	54	55
59	42	38	0	38	42
77	59	51	0	51	59
54	39	38	0	38	39
61	43	45	0	45	43
55	40	40	0	40	40
58	43	46	0	46	43
69	50	55	0	55	50
80	58	58	0	58	58
63	45	47	0	47	45
51	40	32	0	32	40
66	43	51	0	51	43
69	49	55	0	55	49
61	41	44	0	44	41
58	42	46	0	46	42
61	45	51	0	51	45
73	52	56	0	56	52
58	46	43	0	43	46
61	44	48	0	48	44
73	61	59	0	59	61
55	38	44	0	44	38
57	42	44	0	44	42
76	55	62	0	62	55
60	46	44	0	44	46
54	47	38	0	38	47
68	55	53	0	53	55
63	50	50	0	50	50
70	48	53	0	53	48
65	50	48	0	48	50
73	53	59	0	59	53
59	42	41	0	41	42
61	44	48	0	48	44
47	38	32	0	32	38
71	51	58	0	58	51
60	45	41	0	41	45
65	50	46	0	46	50
65	47	48	0	48	47
51	36	43	0	43	36
61	46	45	0	45	46
60	51	41	0	41	51
80	59	60	0	60	59
65	50	48	0	48	50
83	66	64	0	64	66
63	41	51	0	51	41
83	62	69	0	69	62
83	67	60	0	60	67
65	41	49	0	49	41
56	46	46	0	46	46
64	53	43	0	43	53
61	39	51	0	51	39
75	61	49	0	49	61
70	49	56	0	56	49
55	38	43	0	43	38
54	41	40	0	40	41
64	47	45	0	45	47
48	37	35	0	35	37
73	55	56	0	56	55
71	51	51	0	51	51
58	40	46	0	46	40
70	56	52	0	52	56
57	39	47	0	47	39
67	48	54	0	54	48
51	44	38	0	38	44
68	51	46	0	46	51
64	49	48	0	48	49
60	45	41	0	41	45
63	46	48	0	48	46
52	38	37	0	37	38
64	43	49	0	49	43
57	42	38	0	38	42
68	49	55	0	55	49
72	52	62	0	62	52
66	49	55	0	55	49
59	42	45	0	45	42
55	37	42	0	42	37
75	54	62	0	62	54
64	49	44	0	44	49
62	46	44	0	44	46
72	57	52	0	52	57
62	50	49	0	49	50
61	47	54	0	54	47
49	39	35	0	35	39
40	33	30	0	30	33
55	43	43	0	43	43
77	60	60	0	60	60
57	44	43	0	43	44
63	52	45	0	45	52
63	52	45	0	45	52
51	40	39	0	39	40
50	33	37	0	37	33
56	48	38	0	38	48
69	55	53	0	53	55
69	49	58	0	58	49
56	45	39	0	39	45
60	41	49	0	49	41
46	34	35	0	35	34
48	36	37	0	37	36
66	45	44	0	44	45
64	49	49	0	49	49
74	53	54	0	54	53
67	55	48	0	48	55
62	44	45	0	45	44
54	45	37	0	37	45
58	41	44	0	44	41
59	36	43	0	43	36
55	46	43	0	43	46
60	41	48	0	48	41
62	46	48	0	48	46
61	45	49	0	49	45
67	53	51	0	51	53
70	52	53	0	53	52
60	45	44	0	44	45
72	59	47	0	47	59
65	46	49	0	49	46
63	48	45	0	45	48
67	50	53	0	53	50
71	54	54	0	54	54
57	43	45	0	45	43
67	52	44	0	44	52
63	50	38	0	38	50
54	41	37	0	37	41
64	50	43	0	43	50
58	46	44	0	44	46
59	43	44	0	44	43
80	62	58	0	58	62
74	56	57	0	57	56
53	44	34	0	34	44
72	61	51	0	51	61
72	51	55	0	55	51
57	42	48	0	48	42
71	55	56	0	56	55
58	45	43	0	43	45
60	42	47	0	47	42
45	35	33	0	33	35
55	42	40	0	40	42
68	53	52	0	52	53
62	46	46	0	46	46
62	40	50	0	50	40
60	46	38	0	38	46
71	54	52	0	52	54
62	46	41	0	41	46
60	42	48	0	48	42
55	45	38	0	38	45
61	49	51	0	51	49
64	41	51	0	51	41
73	59	55	0	55	59
79	62	60	0	60	62
61	45	47	0	47	45
53	39	42	0	42	39
52	44	40	0	40	44
63	40	51	0	51	40
66	47	43	0	43	47
56	42	47	0	47	42
56	45	37	0	37	45
40	31	30	0	30	31
57	38	43	0	43	38
63	50	49	0	49	50
55	39	43	0	43	39
67	47	42	0	42	47
46	31	36	0	36	31
65	47	51	0	51	47
54	42	42	0	42	42
69	53	49	0	49	53
47	35	37	0	37	35
60	37	44	0	44	37
69	55	51	0	51	55
58	41	46	0	46	41
70	50	50	0	50	50
56	42	46	0	46	42
53	45	39	0	39	45
59	48	45	0	45	48
70	53	58	0	58	53
83	57	62	0	62	57
66	52	54	0	54	52
65	49	45	0	45	49
74	58	60	0	60	58
68	54	50	0	50	54
50	35	32	0	32	35
80	56	57	0	57	56
66	49	51	0	51	49
58	40	44	0	44	40
57	39	44	0	44	39
54	35	46	0	46	35
68	52	53	0	53	52
58	45	42	0	42	45
81	57	64	0	64	57
68	47	54	0	54	47
58	47	42	0	42	47
66	47	44	0	44	47
60	49	43	0	43	49
68	57	47	0	47	57
76	56	63	0	63	56
61	47	45	0	45	47
54	42	42	0	42	42
68	47	46	0	46	47
67	50	51	0	51	50
57	33	43	0	43	33
59	43	41	0	41	43
63	47	46	0	46	47
58	45	43	0	43	45
62	46	46	0	46	46
59	50	46	0	46	50
62	44	44	0	44	44
58	34	45	0	45	34
58	47	37	0	37	47
68	51	52	0	52	51
54	39	43	0	43	39
65	41	50	0	50	41
51	38	39	0	39	38
72	59	47	0	47	59
73	57	51	0	51	57
68	49	53	0	53	49
58	48	45	0	45	48
58	39	42	0	42	39
64	50	49	0	49	50
45	37	36	0	36	37
86	70	66	0	66	70
67	46	53	0	53	46
68	49	48	0	48	49
70	58	47	0	47	58
70	56	55	0	55	56
59	43	41	0	41	43
57	46	41	0	41	46
60	55	44	0	44	55
60	37	45	0	45	37
58	48	40	0	40	48
53	46	38	0	38	46
63	40	51	0	51	40
61	49	47	0	47	49
54	38	41	0	41	38
63	49	47	0	47	49
60	46	43	0	43	46
63	45	55	0	55	45
57	46	41	0	41	46
65	48	51	0	51	48
57	41	38	0	38	41
59	41	47	0	47	41
45	36	36	0	36	36
63	44	52	0	52	44
64	57	44	0	44	57
68	51	54	0	54	51
54	39	43	0	43	39
53	40	41	0	41	40
52	38	39	0	39	38
57	46	38	0	38	46
69	52	45	0	45	52
61	44	43	0	43	44
74	58	60	0	60	58
82	58	59	0	59	58
67	49	47	0	47	49
53	40	41	0	41	40
57	39	42	0	42	39
64	50	49	0	49	50
70	51	52	0	52	51
62	50	50	0	50	50
49	44	36	0	36	44
73	54	58	0	58	54
65	50	49	0	49	50
58	45	42	0	42	45
74	57	51	0	51	57
67	51	47	0	47	51
58	43	49	0	49	43
45	33	35	0	35	33
70	50	53	0	53	50
54	41	42	0	42	41
78	61	57	0	57	61
56	44	44	0	44	44
62	49	53	0	53	49
57	41	39	0	39	41
64	47	50	0	50	47
62	53	42	0	42	53
54	46	37	0	37	46
57	47	39	0	39	47
64	50	50	0	50	50
78	62	58	0	58	62
63	46	51	0	51	46
59	47	44	0	44	47
60	44	42	0	42	44
58	50	43	0	43	50
75	59	55	0	55	59
54	42	46	0	46	42
61	49	41	0	41	49
55	43	42	0	42	43
63	47	41	0	41	47
66	54	46	0	46	54
65	51	53	0	53	51
74	59	54	0	54	59
57	39	40	0	40	39
60	46	49	0	49	46
65	48	51	0	51	48
71	61	52	0	52	61
81	63	63	0	63	63
63	46	44	0	44	46
61	47	49	0	49	47
62	46	51	0	51	46
68	53	51	0	51	53
66	52	40	0	40	52
75	56	56	0	56	56
68	52	58	0	58	52
73	52	53	0	53	52
67	50	52	0	52	50
64	46	50	0	50	46
63	50	46	0	46	50
71	52	61	0	61	52
70	51	52	0	52	51
59	42	44	0	44	42
65	52	52	0	52	52
55	44	36	0	36	44
61	46	43	0	43	46
62	48	47	0	47	48
59	45	46	0	46	45
63	55	45	0	45	55
63	50	42	0	42	50
53	34	39	0	39	34
68	53	45	0	45	53
59	46	44	0	44	46
43	34	33	0	33	34
64	50	47	0	47	50
68	52	55	0	55	52
56	43	42	0	42	43
69	54	46	0	46	54
61	50	39	0	39	50
63	43	49	0	49	43
67	50	50	0	50	50
51	35	41	0	41	35
72	52	54	0	54	52
45	32	33	0	33	32
64	50	48	0	48	50
65	48	47	0	47	48
67	56	48	0	48	56
64	49	43	0	43	49
63	49	50	0	50	49
73	60	54	0	54	60
50	31	35	0	35	31
64	49	44	0	44	49
63	54	46	0	46	54
57	40	41	0	41	40
56	41	48	0	48	41
61	48	44	0	44	48
65	52	50	0	50	52
64	47	50	0	50	47
58	43	41	0	41	43
70	51	55	0	55	51
58	44	42	0	42	44
62	51	40	0	40	51
56	42	44	0	44	42
56	33	43	0	43	33
66	47	51	0	51	47
65	50	47	0	47	50
78	64	55	0	55	64
69	50	52	0	52	50
65	40	53	0	53	40
44	33	33	0	33	33
80	56	59	0	59	56
58	48	43	0	43	48
74	57	56	0	56	57
64	44	45	0	45	44
61	46	41	0	41	46
67	48	55	0	55	48
71	54	53	0	53	54
60	41	50	0	50	41
69	49	54	0	54	49
84	59	62	0	62	59
63	50	44	0	44	50
68	52	46	0	46	52
68	54	46	0	46	54
65	56	48	0	48	56
64	46	55	0	55	46
55	42	44	0	44	42
71	51	55	0	55	51
72	48	56	0	56	48
63	50	49	0	49	50
58	37	45	0	45	37
56	41	43	0	43	41
66	55	44	0	44	55
71	54	56	0	56	54
60	42	48	0	48	42
59	38	48	0	48	38
63	49	49	0	49	49
59	42	47	0	47	42
57	43	38	0	38	43
55	41	44	0	44	41
55	44	41	0	41	44
65	45	50	0	50	45
69	54	56	0	56	54
82	64	64	0	64	64
62	49	45	0	45	49
69	52	50	0	50	52
78	62	57	0	57	62
54	40	39	0	39	40
55	43	39	0	39	43
69	48	54	0	54	48
77	62	60	0	60	62
46	37	35	0	35	37
67	48	50	0	50	48
53	35	40	0	40	35
48	37	35	0	35	37
61	46	43	0	43	46
64	47	43	0	43	47
53	37	42	0	42	37
64	50	46	0	46	50
73	55	56	0	56	55
54	44	40	0	40	44
67	57	45	0	45	57
63	53	49	0	49	53
45	38	29	0	29	38
60	48	41	0	41	48
66	53	49	0	49	53
81	63	58	0	58	63
57	44	40	0	40	44
61	47	49	0	49	47
59	45	41	0	41	45
62	50	44	0	44	50
61	45	43	0	43	45
68	50	54	0	54	50
55	44	43	0	43	44
59	43	40	0	40	43
57	48	40	0	40	48
57	42	51	0	51	42
53	38	42	0	42	38
64	46	46	0	46	46
68	56	51	0	51	56
61	43	48	0	48	43
70	53	59	0	59	53
79	63	60	0	60	63
62	50	48	0	48	50
56	45	43	0	43	45
76	60	58	0	58	60
62	48	44	0	44	48
70	52	47	0	47	52
87	63	69	0	69	63
74	60	50	0	50	60
62	46	49	0	49	46
62	45	43	0	43	45
56	47	30	0	30	47
67	51	49	0	49	51
69	57	53	0	53	57
76	58	57	0	57	58
70	49	51	0	51	49
54	40	44	0	44	40
68	48	48	0	48	48
61	45	49	0	49	45
56	47	39	0	39	47
57	48	40	0	40	48
71	58	50	0	50	58
61	42	48	0	48	42
53	35	45	0	45	35
70	56	51	0	51	56
51	37	37	0	37	37
63	45	50	0	50	45
64	52	41	0	41	52
71	56	50	0	50	56
54	42	41	0	41	42
71	49	56	0	56	49
55	41	39	0	39	41
61	45	45	0	45	45
58	47	39	0	39	47
83	67	60	0	60	67
58	38	49	0	49	38
61	44	48	0	48	44
56	37	44	0	44	37
73	58	52	0	52	58
65	46	47	0	47	46
78	57	60	0	60	57
55	41	44	0	44	41
64	46	42	0	42	46
66	48	47	0	47	48
55	38	45	0	45	38
65	49	51	0	51	49
63	48	50	0	50	48
65	48	44	0	44	48
66	48	44	0	44	48
68	55	48	0	48	55
71	50	55	0	55	50
79	59	54	0	54	59
74	60	55	0	55	60
72	58	51	0	51	58
68	48	54	0	54	48
55	43	43	0	43	43
61	48	48	0	48	48
50	39	34	0	34	39
67	50	54	0	54	50
64	49	52	0	52	49
64	48	46	0	46	48
69	49	50	0	50	49
66	51	50	0	50	51
49	38	40	0	40	38
57	39	45	0	45	39
56	45	45	0	45	45
58	49	47	0	47	49
41	29	37	0	37	29
60	43	48	0	48	43
65	51	49	0	49	51
71	51	58	0	58	51
60	49	44	0	44	49
50	35	42	0	42	35
72	56	61	0	61	56
76	56	52	0	52	56
48	40	37	0	37	40
61	52	45	0	45	52
63	47	48	0	48	47
59	44	47	0	47	44
71	55	54	0	54	55
61	47	42	0	42	47
62	41	48	0	48	41
71	50	52	0	52	50
65	47	47	0	47	47
60	40	45	0	45	40
52	43	32	0	32	43
42	34	33	0	33	34
64	52	43	0	43	52
80	62	65	0	65	62
53	34	39	0	39	34
62	51	43	0	43	51
47	37	34	0	34	37
57	44	37	0	37	44
80	63	56	0	56	63
51	37	37	0	37	37
62	45	42	0	42	45
60	45	45	0	45	45
55	48	43	0	43	48
57	38	42	0	42	38
74	56	60	0	60	56
69	54	56	0	56	54
57	50	41	0	41	50
62	46	50	0	50	46
62	43	49	0	49	43
62	45	54	0	54	45
58	41	46	0	46	41
57	41	43	0	43	41
63	48	45	0	45	48
69	54	52	0	52	54
57	39	41	0	41	39
51	40	36	0	36	40
51	39	37	0	37	39
64	44	49	0	49	44
59	45	46	0	46	45
69	51	50	0	50	51
73	51	56	0	56	51
69	51	46	0	46	51
58	43	43	0	43	43
59	43	45	0	45	43
59	40	48	0	48	40
59	43	49	0	49	43
63	48	49	0	49	48
54	43	37	0	37	43
69	53	51	0	51	53
59	49	43	0	43	49
58	43	43	0	43	43
59	48	49	0	49	48
59	47	45	0	45	47
58	43	42	0	42	43
66	52	47	0	47	52
61	44	46	0	46	44
61	43	49	0	49	43
71	42	57	0	57	42
58	42	49	0	49	42
76	52	61	0	61	52
64	49	46	0	46	49
64	49	46	0	46	49
68	47	56	0	56	47
63	48	52	0	52	48
51	39	34	0	34	39
63	48	49	0	49	48
56	43	44	0	44	43
56	40	45	0	45	40
68	55	48	0	48	55
83	59	63	0	63	59
50	38	37	0	37	38
53	38	43	0	43	38
66	50	54	0	54	50
73	53	55	0	55	53
62	40	50	0	50	40
74	59	46	0	46	59
70	54	51	0	51	54
66	49	54	0	54	49
62	55	48	0	48	55
53	36	45	0	45	36
61	47	41	0	41	47
66	53	48	0	48	53
67	50	49	0	49	50
62	40	45	0	45	40
68	50	49	0	49	50
79	64	60	0	60	64
79	61	61	0	61	61
58	41	46	0	46	41
66	49	51	0	51	49
58	45	44	0	44	45
73	62	54	0	54	62
64	50	50	0	50	50
46	27	38	0	38	27
67	50	52	0	52	50
67	50	54	0	54	50
65	49	47	0	47	49
63	46	52	0	52	46
79	60	60	0	60	60
73	54	52	0	52	54
60	45	48	0	48	45
74	54	56	0	56	54
62	48	50	0	50	48
66	49	47	0	47	49
68	51	55	0	55	51
68	51	49	0	49	51
58	44	40	0	40	44
64	50	53	0	53	50
57	45	39	0	39	45
60	41	49	0	49	41
68	50	52	0	52	50
71	51	54	0	54	51
70	46	53	0	53	46
56	41	44	0	44	41
82	64	61	0	61	64
72	47	58	0	58	47
65	52	45	0	45	52
59	42	46	0	46	42
42	31	31	0	31	31
68	56	53	0	53	56
76	58	56	0	56	58
82	61	61	0	61	61
70	56	51	0	51	56
55	41	42	0	42	41
56	43	37	0	37	43
67	48	43	0	43	48
58	42	45	0	45	42
63	53	46	0	46	53
53	41	44	0	44	41
56	37	44	0	44	37
64	49	49	0	49	49
55	38	43	0	43	38
71	53	50	0	50	53
60	41	44	0	44	41
63	51	47	0	47	51
69	49	50	0	50	49
60	46	44	0	44	46
55	43	44	0	44	43
61	48	43	0	43	48
56	42	43	0	43	42
62	47	48	0	48	47
65	55	40	0	40	55
70	50	51	0	51	50
61	46	47	0	47	46
76	53	51	0	51	53
61	43	48	0	48	43
69	50	55	0	55	50
64	48	44	0	44	48
62	44	44	0	44	44
67	49	47	0	47	49
52	41	36	0	36	41
73	53	53	0	53	53
52	39	39	0	39	39
67	52	50	0	50	52
64	48	50	0	50	48
68	55	52	0	52	55
75	62	54	0	54	62
49	36	36	0	36	36
66	50	50	0	50	50
54	42	37	0	37	42
54	41	38	0	38	41
68	53	47	0	47	53
59	47	42	0	42	47
58	44	47	0	47	44
63	44	44	0	44	44
66	46	49	0	49	46
72	56	60	0	60	56
63	47	46	0	46	47
58	47	53	0	53	47
65	48	49	0	49	48
57	43	42	0	42	43
66	53	47	0	47	53
68	53	52	0	52	53
58	45	35	0	35	45
56	39	37	0	37	39
52	39	37	0	37	39
61	50	39	0	39	50
60	47	39	0	39	47
68	46	51	0	51	46
54	35	44	0	44	35
59	43	48	0	48	43
55	35	41	0	41	35
58	44	44	0	44	44
66	50	48	0	48	50
51	39	43	0	43	39
62	46	47	0	47	46
60	41	43	0	43	41
67	50	51	0	51	50
61	46	43	0	43	46
62	46	46	0	46	46
60	44	45	0	45	44
65	52	48	0	48	52
59	43	44	0	44	43
60	50	49	0	49	50
73	56	61	0	61	56
77	59	64	0	64	59
56	40	47	0	47	40
74	60	51	0	51	60
49	37	38	0	38	37
68	54	48	0	48	54
59	45	44	0	44	45
67	55	51	0	51	55
69	56	53	0	53	56
69	47	54	0	54	47
63	42	51	0	51	42
68	53	53	0	53	53
69	50	51	0	51	50
70	51	52	0	52	51
73	49	53	0	53	49
61	48	39	0	39	48
48	39	36	0	36	39
62	47	46	0	46	47
59	47	47	0	47	47
63	44	55	0	55	44
59	43	37	0	37	43
67	48	47	0	47	48
65	57	46	0	46	57
72	65	51	0	51	65
59	47	41	0	41	47
70	52	48	0	48	52
57	43	45	0	45	43
64	48	44	0	44	48
57	40	44	0	44	40
62	50	50	0	50	50
47	32	39	0	39	32
59	35	49	0	49	35
60	47	44	0	44	47
65	51	50	0	50	51
64	47	50	0	50	47
67	52	49	0	49	52
56	45	42	0	42	45
69	53	51	0	51	53
65	52	52	0	52	52
65	51	47	0	47	51
67	59	42	0	42	59
62	48	47	0	47	48
68	50	53	0	53	50
65	49	48	0	48	49
64	57	49	0	49	57
58	39	49	0	49	39
59	43	45	0	45	43
54	45	38	0	38	45
64	47	47	0	47	47
54	40	39	0	39	40
71	55	56	0	56	55
70	56	48	0	48	56
68	55	44	0	44	55
65	45	44	0	44	45
69	54	51	0	51	54
58	45	45	0	45	45
63	50	42	0	42	50
55	46	42	0	42	46
67	48	53	0	53	48
73	58	52	0	52	58
56	40	42	0	42	40
61	46	45	0	45	46
59	43	43	0	43	43
72	54	51	0	51	54
63	40	52	0	52	40
70	53	55	0	55	53
65	50	44	0	44	50
66	49	47	0	47	49
61	45	48	0	48	45
56	50	39	0	39	50
70	55	51	0	51	55
71	57	52	0	52	57
57	42	44	0	44	42
80	69	57	0	57	69
57	44	44	0	44	44
60	42	51	0	51	42
61	47	50	0	50	47
58	45	49	0	49	45
67	47	53	0	53	47
62	46	52	0	52	46
68	48	52	0	52	48
79	55	67	0	67	55
57	39	43	0	43	39
60	45	44	0	44	45
60	46	47	0	47	46
66	47	55	0	55	47
60	44	43	0	43	44
64	39	57	0	57	39
66	44	50	0	50	44
73	58	58	0	58	58
51	35	38	0	38	35
65	47	49	0	49	47
71	52	54	0	54	52
57	45	39	0	39	45
69	53	51	0	51	53
46	32	39	0	39	32
72	51	55	0	55	51
62	53	42	0	42	53
76	61	58	0	58	61
65	49	45	0	45	49
63	44	46	0	46	44
67	56	42	0	42	56
56	43	37	0	37	43
63	47	50	0	50	47
67	42	51	0	51	42
68	52	52	0	52	52
69	48	53	0	53	48
56	42	45	0	45	42
70	51	51	0	51	51
65	54	39	0	39	54
54	41	42	0	42	41
44	28	34	0	34	28
54	41	40	0	40	41
73	53	49	0	49	53
66	50	50	0	50	50
69	55	44	0	44	55
62	47	50	0	50	47
52	42	37	0	37	42
71	52	46	0	46	52
60	47	44	0	44	47
46	35	36	0	36	35
65	52	49	0	49	52
76	57	53	0	53	57
68	49	45	0	45	49
56	41	46	0	46	41
53	39	39	0	39	39
72	50	55	0	55	50
61	40	48	0	48	40
63	44	47	0	47	44
59	43	45	0	45	43
52	39	37	0	37	39
65	45	49	0	49	45
53	37	43	0	43	37
49	36	38	0	38	36
57	38	43	0	43	38
64	52	41	0	41	52
66	51	48	0	48	51
71	49	57	0	57	49
58	40	40	0	40	40
61	47	43	0	43	47
61	51	39	0	39	51
54	39	38	0	38	39
64	49	51	0	51	49
63	51	46	0	46	51
63	54	42	0	42	54
77	52	64	0	64	52
52	41	42	0	42	41
57	49	37	0	37	49
68	50	49	0	49	50
50	35	41	0	41	35
63	48	55	0	55	48
57	44	37	0	37	44
71	58	48	0	48	58
55	31	46	0	46	31
62	49	47	0	47	49
75	56	58	0	58	56
61	42	44	0	44	42
60	40	48	0	48	40
53	40	44	0	44	40
69	48	57	0	57	48
49	33	39	0	39	33
66	47	49	0	49	47
59	44	41	0	41	44
54	37	46	0	46	37
67	47	49	0	49	47
47	36	36	0	36	36
62	43	42	0	42	43
64	48	52	0	52	48
63	47	46	0	46	47
65	49	53	0	53	49
67	54	51	0	51	54
68	51	48	0	48	51
71	50	57	0	57	50
60	44	41	0	41	44
58	40	46	0	46	40
68	54	57	0	57	54
57	48	41	0	41	48
54	34	45	0	45	34
69	53	55	0	55	53
79	61	66	0	66	61
61	49	40	0	40	49
60	42	44	0	44	42
66	50	46	0	46	50
64	47	50	0	50	47
62	42	47	0	47	42
59	42	43	0	43	42
67	47	52	0	52	47
64	41	48	0	48	41
69	49	48	0	48	49
67	48	48	0	48	48
63	48	52	0	52	48
51	38	42	0	42	38
64	54	50	0	50	54
49	38	36	0	36	38
54	45	41	0	41	45
60	44	49	0	49	44
63	52	48	0	48	52
66	51	43	0	43	51
73	64	54	0	54	64
59	46	45	0	45	46
68	49	56	0	56	49
78	58	54	0	54	58
47	37	33	0	33	37
78	61	48	0	48	61
45	35	27	0	27	35
52	41	38	0	38	41
66	53	48	0	48	53
52	42	40	0	40	42
56	38	42	0	42	38
51	35	38	0	38	35
73	56	61	0	61	56
63	48	49	0	49	48
55	29	45	0	45	29
59	38	43	0	43	38
52	41	41	0	41	41
70	52	55	0	55	52
52	39	42	0	42	39
64	46	44	0	44	46
64	53	44	0	44	53
53	40	38	0	38	40
57	42	42	0	42	42
50	38	39	0	39	38
64	41	56	0	56	41
71	57	47	0	47	57
59	42	47	0	47	42
53	35	39	0	39	35
66	55	42	0	42	55
64	49	50	0	50	49
67	57	45	0	45	57
62	47	45	0	45	47
63	42	51	0	51	42
50	37	38	0	38	37
75	59	59	0	59	59
55	37	42	0	42	37
57	47	38	0	38	47
57	41	43	0	43	41
62	41	44	0	44	41
51	37	36	0	36	37
53	45	39	0	39	45
71	63	47	0	47	63
58	44	49	0	49	44
61	42	45	0	45	42
61	41	51	0	51	41
57	33	46	0	46	33
73	58	49	0	49	58
71	56	59	0	59	56
71	46	54	0	54	46
59	43	37	0	37	43
66	44	57	0	57	44
66	47	47	0	47	47
59	45	41	0	41	45
68	47	51	0	51	47
60	42	53	0	53	42
80	62	63	0	63	62
52	37	39	0	39	37
61	43	49	0	49	43
60	44	46	0	46	44
58	48	41	0	41	48
77	54	56	0	56	54
66	52	48	0	48	52
65	45	47	0	47	45
62	45	50	0	50	45
62	56	47	0	47	56
62	48	46	0	46	48
57	43	43	0	43	43
67	50	55	0	55	50
56	42	46	0	46	42
64	48	50	0	50	48
57	41	38	0	38	41
51	36	31	0	31	36
54	36	48	0	48	36
56	45	47	0	47	45
66	52	45	0	45	52
66	50	51	0	51	50
58	47	47	0	47	47
84	67	56	0	56	67
69	53	56	0	56	53
62	45	41	0	41	45
71	53	57	0	57	53
68	59	51	0	51	59
79	53	60	0	60	53
66	43	50	0	50	43
51	42	35	0	35	42
62	44	44	0	44	44
69	45	60	0	60	45
64	52	54	0	54	52
51	38	37	0	37	38
82	58	64	0	64	58
60	50	44	0	44	50
51	43	35	0	35	43
57	38	45	0	45	38
57	37	50	0	50	37
58	44	40	0	40	44
63	51	42	0	42	51
74	56	53	0	53	56
50	38	38	0	38	38
63	48	49	0	49	48
62	48	43	0	43	48
63	43	51	0	51	43
55	38	41	0	41	38
67	52	49	0	49	52
60	50	45	0	45	50
51	32	43	0	43	32
62	39	48	0	48	39
58	50	41	0	41	50
60	50	43	0	43	50
58	40	44	0	44	40
88	71	64	0	64	71
63	50	42	0	42	50
58	48	43	0	43	48
68	59	57	0	57	59
63	44	52	0	52	44
56	47	43	0	43	47
59	46	42	0	42	46
63	50	51	0	51	50
69	49	52	0	52	49
51	39	35	0	35	39
62	53	49	0	49	53
65	56	42	0	42	56
53	40	41	0	41	40
55	41	36	0	36	41
65	53	52	0	52	53
53	40	39	0	39	40
67	46	48	0	48	46
78	61	55	0	55	61
63	49	46	0	46	49
56	40	40	0	40	40
68	56	49	0	49	56
61	48	47	0	47	48
62	47	48	0	48	47
51	39	32	0	32	39
44	38	32	0	32	38
50	36	40	0	40	36
84	66	64	0	64	66
72	50	48	0	48	50
63	47	48	0	48	47
60	44	41	0	41	44
58	46	39	0	39	46
53	42	37	0	37	42
62	47	49	0	49	47
58	43	41	0	41	43
73	58	47	0	47	58
54	37	40	0	40	37
66	55	46	0	46	55
63	47	51	0	51	47
52	40	39	0	39	40
72	56	53	0	53	56
79	61	58	0	58	61
53	38	44	0	44	38
52	41	45	0	45	41
61	52	43	0	43	52
58	37	50	0	50	37
53	33	44	0	44	33
66	49	46	0	46	49
63	42	45	0	45	42
49	34	38	0	38	34
60	39	40	0	40	39
55	44	39	0	39	44
65	53	46	0	46	53
64	51	45	0	45	51
65	47	51	0	51	47
56	42	44	0	44	42
63	46	49	0	49	46
49	43	32	0	32	43
57	46	41	0	41	46
58	43	44	0	44	43
55	40	38	0	38	40
68	52	51	0	51	52
68	53	58	0	58	53
58	42	47	0	47	42
61	39	47	0	47	39
65	52	44	0	44	52
68	47	47	0	47	47
72	54	57	0	57	54
74	56	59	0	59	56
60	48	40	0	40	48
51	37	38	0	38	37
77	68	47	0	47	68
72	55	56	0	56	55
66	52	42	0	42	52
61	37	50	0	50	37
78	59	62	0	62	59
61	44	40	0	40	44
53	38	39	0	39	38
50	31	36	0	36	31
79	59	62	0	62	59
84	64	62	0	62	64
62	41	45	0	45	41
70	51	55	0	55	51
65	49	49	0	49	49
67	56	48	0	48	56
59	49	44	0	44	49
55	43	37	0	37	43
60	41	48	0	48	41
60	46	47	0	47	46
72	50	55	0	55	50
63	45	42	0	42	45
58	39	43	0	43	39
73	54	59	0	59	54
71	50	57	0	57	50
70	52	48	0	48	52
66	52	52	0	52	52
55	40	37	0	37	40
68	50	53	0	53	50
67	48	56	0	56	48
65	47	49	0	49	47
56	37	47	0	47	37
64	45	48	0	48	45
73	52	54	0	54	52
59	49	46	0	46	49
58	43	44	0	44	43
73	57	51	0	51	57
50	34	38	0	38	34
50	43	41	0	41	43
60	48	44	0	44	48
62	47	44	0	44	47
67	53	48	0	48	53
56	40	41	0	41	40
70	54	49	0	49	54
69	53	54	0	54	53
72	58	59	0	59	58
66	51	49	0	49	51
60	41	48	0	48	41
65	56	44	0	44	56
54	40	41	0	41	40
51	38	42	0	42	38
69	48	47	0	47	48
70	50	49	0	49	50
52	44	40	0	40	44
62	44	49	0	49	44
58	40	38	0	38	40
63	46	50	0	50	46
76	55	63	0	63	55
75	57	54	0	54	57
62	47	44	0	44	47
63	44	52	0	52	44
74	60	53	0	53	60
65	47	53	0	53	47
60	38	51	0	51	38
52	44	35	0	35	44
65	46	52	0	52	46
