canal A	canal B	canal C	ABC	AB	AC
69	53	54	0	54	53
64	49	48	0	48	49
63	50	43	0	43	50
60	46	41	0	41	46
75	60	55	0	55	60
55	40	42	0	42	40
61	48	45	0	45	48
57	39	46	0	46	39
69	49	55	0	55	49
58	41	37	0	37	41
71	52	50	0	50	52
63	48	47	0	47	48
62	50	50	0	50	50
65	48	47	0	47	48
60	50	46	0	46	50
60	40	48	0	48	40
62	45	46	0	46	45
68	51	49	0	49	51
65	53	48	0	48	53
60	43	45	0	45	43
71	48	58	0	58	48
59	43	48	0	48	43
68	45	52	0	52	45
70	55	53	0	53	55
46	32	36	0	36	32
59	46	40	0	40	46
50	36	38	0	38	36
55	42	43	0	43	42
64	44	48	0	48	44
49	36	39	0	39	36
52	39	37	0	37	39
64	52	49	0	49	52
48	37	36	0	36	37
64	49	49	0	49	49
68	51	50	0	50	51
61	56	39	0	39	56
47	37	37	0	37	37
64	54	43	0	43	54
50	37	36	0	36	37
80	60	58	0	58	60
58	46	41	0	41	46
63	48	42	0	42	48
74	59	54	0	54	59
78	59	59	0	59	59
81	56	59	0	59	56
53	43	40	0	40	43
50	37	37	0	37	37
66	53	47	0	47	53
61	45	49	0	49	45
60	48	43	0	43	48
69	49	54	0	54	49
62	46	44	0	44	46
53	38	42	0	42	38
69	55	53	0	53	55
69	54	55	0	55	54
65	50	52	0	52	50
62	47	51	0	51	47
64	49	55	0	55	49
71	55	54	0	54	55
62	48	44	0	44	48
43	29	35	0	35	29
50	44	41	0	41	44
60	52	45	0	45	52
61	47	45	0	45	47
73	50	50	0	50	50
53	39	40	0	40	39
50	36	35	0	35	36
63	47	45	0	45	47
58	44	43	0	43	44
77	58	58	0	58	58
72	48	56	0	56	48
60	55	40	0	40	55
58	44	45	0	45	44
56	43	42	0	42	43
69	50	54	0	54	50
70	47	58	0	58	47
70	49	57	0	57	49
68	55	45	0	45	55
60	41	50	0	50	41
53	37	45	0	45	37
62	51	45	0	45	51
58	43	43	0	43	43
57	44	41	0	41	44
78	59	62	0	62	59
58	45	38	0	38	45
56	44	43	0	43	44
64	45	53	0	53	45
60	44	43	0	43	44
70	54	53	0	53	54
54	42	38	0	38	42
87	68	67	0	67	68
64	47	48	0	48	47
77	59	56	0	56	59
61	47	40	0	40	47
90	59	70	0	70	59
53	35	43	0	43	35
61	45	43	0	43	45
62	44	42	0	42	44
58	44	39	0	39	44
59	44	49	0	49	44
58	45	42	0	42	45
63	47	45	0	45	47
75	58	47	0	47	58
48	31	37	0	37	31
72	56	59	0	59	56
53	39	43	0	43	39
52	39	42	0	42	39
56	49	31	0	31	49
59	43	42	0	42	43
64	46	45	0	45	46
64	48	48	0	48	48
64	46	47	0	47	46
63	52	49	0	49	52
61	42	41	0	41	42
61	37	52	0	52	37
55	41	40	0	40	41
65	56	49	0	49	56
58	46	44	0	44	46
58	38	44	0	44	38
63	50	49	0	49	50
59	40	47	0	47	40
73	61	54	0	54	61
60	42	46	0	46	42
63	45	46	0	46	45
73	58	53	0	53	58
46	36	36	0	36	36
46	34	31	0	31	34
61	49	41	0	41	49
69	59	44	0	44	59
63	51	45	0	45	51
75	61	55	0	55	61
53	42	39	0	39	42
58	37	49	0	49	37
58	47	42	0	42	47
65	50	52	0	52	50
65	48	46	0	46	48
55	40	35	0	35	40
75	55	54	0	54	55
59	46	44	0	44	46
67	58	52	0	52	58
69	56	50	0	50	56
71	52	57	0	57	52
68	52	50	0	50	52
55	40	42	0	42	40
67	49	47	0	47	49
73	60	55	0	55	60
73	55	57	0	57	55
64	56	44	0	44	56
55	43	38	0	38	43
65	54	47	0	47	54
66	48	50	0	50	48
53	43	42	0	42	43
49	37	34	0	34	37
55	43	37	0	37	43
54	37	39	0	39	37
60	41	43	0	43	41
67	48	54	0	54	48
53	42	40	0	40	42
64	47	48	0	48	47
73	57	57	0	57	57
74	54	64	0	64	54
62	42	44	0	44	42
57	50	41	0	41	50
80	52	65	0	65	52
70	56	48	0	48	56
68	50	50	0	50	50
72	53	48	0	48	53
57	47	43	0	43	47
61	44	51	0	51	44
56	46	33	0	33	46
68	59	45	0	45	59
71	52	46	0	46	52
72	56	51	0	51	56
73	49	57	0	57	49
62	41	51	0	51	41
57	48	38	0	38	48
71	48	53	0	53	48
55	41	38	0	38	41
58	45	41	0	41	45
56	40	44	0	44	40
51	36	42	0	42	36
59	46	49	0	49	46
65	54	46	0	46	54
73	55	54	0	54	55
74	54	59	0	59	54
63	55	45	0	45	55
72	59	51	0	51	59
57	46	40	0	40	46
54	42	46	0	46	42
58	47	42	0	42	47
67	49	48	0	48	49
57	43	48	0	48	43
62	49	48	0	48	49
69	55	54	0	54	55
58	49	47	0	47	49
60	47	48	0	48	47
55	37	45	0	45	37
46	36	36	0	36	36
54	40	42	0	42	40
67	45	49	0	49	45
55	41	42	0	42	41
52	39	38	0	38	39
71	48	61	0	61	48
73	54	58	0	58	54
64	56	38	0	38	56
63	48	45	0	45	48
54	43	37	0	37	43
59	45	42	0	42	45
69	50	53	0	53	50
67	49	49	0	49	49
57	43	41	0	41	43
56	43	39	0	39	43
68	53	51	0	51	53
61	44	46	0	46	44
56	47	45	0	45	47
73	53	61	0	61	53
58	47	46	0	46	47
53	44	36	0	36	44
66	49	50	0	50	49
60	47	46	0	46	47
53	38	46	0	46	38
57	38	53	0	53	38
71	48	61	0	61	48
70	53	53	0	53	53
68	52	50	0	50	52
55	44	41	0	41	44
68	52	54	0	54	52
77	53	58	0	58	53
61	49	45	0	45	49
56	44	45	0	45	44
77	65	59	0	59	65
64	52	48	0	48	52
57	44	47	0	47	44
57	42	40	0	40	42
61	50	43	0	43	50
52	36	43	0	43	36
61	45	49	0	49	45
68	53	51	0	51	53
76	61	51	0	51	61
63	45	50	0	50	45
71	57	52	0	52	57
63	42	46	0	46	42
60	52	44	0	44	52
72	53	59	0	59	53
57	42	45	0	45	42
59	43	47	0	47	43
65	48	51	0	51	48
56	37	43	0	43	37
61	45	46	0	46	45
61	43	45	0	45	43
50	33	36	0	36	33
65	45	52	0	52	45
64	48	51	0	51	48
68	54	52	0	52	54
81	53	67	0	67	53
53	40	42	0	42	40
67	57	49	0	49	57
62	44	52	0	52	44
62	43	47	0	47	43
65	45	50	0	50	45
65	50	52	0	52	50
60	46	41	0	41	46
61	48	46	0	46	48
60	48	48	0	48	48
42	31	27	0	27	31
52	39	39	0	39	39
67	49	52	0	52	49
65	53	43	0	43	53
75	54	54	0	54	54
67	50	57	0	57	50
60	43	47	0	47	43
69	50	50	0	50	50
62	52	46	0	46	52
58	35	51	0	51	35
72	51	54	0	54	51
47	35	39	0	39	35
56	35	45	0	45	35
81	48	58	0	58	48
59	48	45	0	45	48
65	47	53	0	53	47
81	60	69	0	69	60
64	46	50	0	50	46
64	54	44	0	44	54
60	42	46	0	46	42
53	37	35	0	35	37
63	49	47	0	47	49
60	53	42	0	42	53
70	54	53	0	53	54
58	47	47	0	47	47
71	46	53	0	53	46
75	56	56	0	56	56
70	53	48	0	48	53
60	44	42	0	42	44
60	49	45	0	45	49
83	57	64	0	64	57
64	52	50	0	50	52
73	52	59	0	59	52
56	42	41	0	41	42
85	65	62	0	62	65
63	47	45	0	45	47
60	42	49	0	49	42
61	52	42	0	42	52
64	42	49	0	49	42
73	61	47	0	47	61
72	54	56	0	56	54
67	52	53	0	53	52
56	45	44	0	44	45
53	41	37	0	37	41
66	50	56	0	56	50
59	46	42	0	42	46
57	41	41	0	41	41
64	46	55	0	55	46
53	38	42	0	42	38
77	63	61	0	61	63
55	41	33	0	33	41
65	50	49	0	49	50
68	53	47	0	47	53
53	44	35	0	35	44
65	52	43	0	43	52
60	43	40	0	40	43
76	51	60	0	60	51
58	48	42	0	42	48
74	64	58	0	58	64
72	58	56	0	56	58
63	47	47	0	47	47
61	46	42	0	42	46
72	53	52	0	52	53
69	52	51	0	51	52
70	51	61	0	61	51
59	43	46	0	46	43
50	41	37	0	37	41
69	58	49	0	49	58
77	62	52	0	52	62
66	47	46	0	46	47
56	42	41	0	41	42
71	60	50	0	50	60
54	44	37	0	37	44
52	37	40	0	40	37
60	44	44	0	44	44
57	45	37	0	37	45
58	45	43	0	43	45
61	48	47	0	47	48
81	66	50	0	50	66
81	64	59	0	59	64
61	51	48	0	48	51
62	45	49	0	49	45
66	56	45	0	45	56
63	48	43	0	43	48
45	23	41	0	41	23
49	30	36	0	36	30
50	36	44	0	44	36
56	42	40	0	40	42
48	37	40	0	40	37
71	50	58	0	58	50
53	40	40	0	40	40
55	38	45	0	45	38
64	39	52	0	52	39
59	42	47	0	47	42
67	44	57	0	57	44
76	52	57	0	57	52
63	49	44	0	44	49
53	40	41	0	41	40
69	50	52	0	52	50
61	49	49	0	49	49
64	51	44	0	44	51
52	41	41	0	41	41
61	45	44	0	44	45
46	32	33	0	33	32
61	49	46	0	46	49
54	39	42	0	42	39
75	59	56	0	56	59
63	45	47	0	47	45
71	56	52	0	52	56
55	39	39	0	39	39
78	65	52	0	52	65
71	50	52	0	52	50
73	53	54	0	54	53
59	47	46	0	46	47
59	39	49	0	49	39
63	47	46	0	46	47
70	54	54	0	54	54
67	53	50	0	50	53
62	43	44	0	44	43
60	47	41	0	41	47
63	49	45	0	45	49
66	50	48	0	48	50
58	51	39	0	39	51
55	43	42	0	42	43
64	41	52	0	52	41
68	57	49	0	49	57
59	50	44	0	44	50
52	42	40	0	40	42
71	53	54	0	54	53
54	33	44	0	44	33
53	36	41	0	41	36
54	40	44	0	44	40
72	57	54	0	54	57
68	45	60	0	60	45
63	42	49	0	49	42
59	38	47	0	47	38
71	54	49	0	49	54
50	35	29	0	29	35
50	37	38	0	38	37
54	44	43	0	43	44
63	49	46	0	46	49
51	35	40	0	40	35
64	47	48	0	48	47
66	50	51	0	51	50
59	41	45	0	45	41
68	46	57	0	57	46
63	44	48	0	48	44
58	43	49	0	49	43
57	46	42	0	42	46
66	50	51	0	51	50
70	59	53	0	53	59
69	44	55	0	55	44
67	51	51	0	51	51
62	44	49	0	49	44
64	46	53	0	53	46
68	51	49	0	49	51
69	52	49	0	49	52
60	49	39	0	39	49
67	48	45	0	46	48
57	45	43	0	43	45
49	39	35	0	35	39
62	49	44	0	44	49
68	47	48	0	48	47
62	40	43	0	43	40
57	43	43	0	43	43
61	42	49	0	49	42
69	61	55	0	55	61
65	50	47	0	47	50
51	40	40	0	40	40
64	50	48	0	48	50
68	52	45	0	45	52
60	46	46	0	46	46
58	41	45	0	45	41
78	54	57	0	57	54
59	43	49	0	49	43
61	49	48	0	48	49
77	60	58	0	58	60
63	49	47	0	47	49
48	41	37	0	37	41
66	54	54	0	54	54
53	37	39	0	39	37
58	46	37	0	37	46
55	43	44	0	44	43
51	37	41	0	41	37
70	58	53	0	53	58
71	53	60	0	60	53
65	49	48	0	48	49
73	54	59	0	59	54
67	52	50	0	50	52
65	38	49	0	49	38
58	46	38	0	38	46
66	52	50	0	50	52
55	43	41	0	41	43
65	50	54	0	54	50
52	42	38	0	38	42
55	43	42	0	42	43
71	55	52	0	52	55
65	52	46	0	46	52
75	50	59	0	59	50
72	46	56	0	56	46
60	48	44	0	44	48
62	50	50	0	50	50
72	59	55	0	55	59
60	48	42	0	42	48
64	43	46	0	46	43
66	50	50	0	50	50
70	51	54	0	54	51
51	34	39	0	39	34
55	38	41	0	41	38
59	43	42	0	42	43
69	55	50	0	50	55
40	29	31	0	31	29
55	43	46	0	46	43
51	35	39	0	39	35
60	47	45	0	45	47
64	49	45	0	45	49
63	44	43	0	43	44
55	44	43	0	43	44
53	35	39	0	39	35
60	45	46	0	46	45
57	43	43	0	43	43
60	46	45	0	45	46
55	43	41	0	41	43
53	42	44	0	44	42
74	59	55	0	55	59
62	46	48	0	48	46
70	54	49	0	49	54
56	37	46	0	46	37
50	42	37	0	37	42
60	47	43	0	43	47
76	52	61	0	61	52
64	47	50	0	50	47
65	55	37	0	37	55
63	40	49	0	49	40
67	53	51	0	51	53
60	40	44	0	44	40
78	60	62	0	62	60
57	43	45	0	45	43
53	36	40	0	40	36
47	39	36	0	36	39
73	61	59	0	59	61
71	53	54	0	54	53
74	51	57	0	57	51
63	45	46	0	46	45
70	48	54	0	54	48
55	44	45	0	45	44
60	53	42	0	42	53
52	38	39	0	39	38
71	48	64	0	64	48
54	43	38	0	38	43
54	40	46	0	46	40
75	50	55	0	55	50
61	40	49	0	49	40
60	43	49	0	49	43
62	44	37	0	37	44
63	51	46	0	46	51
65	51	47	0	47	51
79	63	60	0	60	63
65	48	49	0	49	48
58	47	42	0	42	47
64	54	50	0	50	54
66	55	49	0	49	55
59	39	47	0	47	39
54	38	45	0	45	38
55	44	41	0	41	44
62	46	43	0	43	46
64	45	46	0	46	45
70	54	46	0	46	54
57	35	47	0	47	35
53	35	41	0	41	35
56	40	37	0	37	40
52	42	42	0	42	42
50	39	36	0	36	39
66	45	53	0	53	45
58	44	39	0	39	44
69	51	52	0	52	51
50	38	41	0	41	38
65	53	39	0	39	53
67	50	45	0	45	50
71	46	56	0	56	46
66	51	45	0	45	51
76	51	59	0	59	51
58	43	44	0	44	43
68	53	52	0	52	53
56	43	39	0	39	43
73	50	58	0	58	50
62	47	52	0	52	47
56	46	42	0	42	46
64	50	53	0	53	50
66	56	46	0	46	56
49	39	36	0	36	39
58	51	45	0	45	51
72	52	57	0	57	52
58	35	45	0	45	35
58	48	40	0	40	48
62	46	41	0	41	46
83	62	65	0	65	62
54	31	42	0	42	31
66	45	55	0	55	45
73	53	52	0	52	53
55	41	38	0	38	41
50	37	37	0	37	37
58	42	44	0	44	42
62	45	44	0	44	45
68	52	52	0	52	52
68	51	48	0	49	51
57	40	40	0	40	40
51	31	41	0	41	31
54	42	38	0	38	42
68	46	47	0	47	46
67	48	50	0	50	48
46	34	37	0	37	34
60	43	44	0	44	43
74	48	58	0	58	48
58	47	45	0	45	47
61	46	45	0	45	46
63	48	47	0	47	48
75	55	62	0	62	55
78	58	57	0	57	58
48	35	34	0	34	35
60	50	40	0	40	50
58	51	40	0	40	51
49	39	40	0	40	39
66	50	50	0	50	50
67	50	53	0	53	50
64	50	47	0	47	50
61	40	48	0	48	40
75	52	57	0	57	52
43	32	30	0	30	32
77	56	62	0	62	56
49	30	40	0	40	30
66	55	47	0	47	55
56	39	40	0	40	39
67	55	50	0	50	55
64	43	41	0	41	43
60	45	44	0	44	45
74	59	62	0	62	59
65	48	45	0	45	48
64	49	43	0	43	49
61	44	50	0	50	44
58	42	41	0	41	42
56	42	38	0	38	42
56	44	40	0	40	44
57	41	40	0	40	41
61	43	50	0	50	43
57	44	50	0	50	44
71	51	52	0	52	51
65	48	48	0	48	48
62	48	48	0	48	48
63	51	49	0	49	51
66	43	52	0	52	43
72	57	54	0	54	57
56	42	43	0	43	42
65	46	55	0	55	46
45	32	35	0	35	32
58	40	47	0	47	40
56	46	38	0	38	46
75	47	61	0	61	47
64	45	45	0	45	45
58	46	45	0	45	46
72	57	57	0	57	57
71	47	58	0	58	47
65	55	53	0	53	55
58	42	44	0	44	42
65	53	54	0	54	53
68	57	53	0	53	57
41	29	31	0	31	29
70	52	53	0	53	52
67	58	46	0	46	58
68	54	47	0	47	54
63	45	49	0	49	45
60	46	39	0	39	46
60	45	47	0	47	45
64	52	46	0	46	52
69	56	45	0	45	56
55	44	40	0	40	44
59	48	47	0	47	48
59	37	49	0	49	37
56	42	48	0	48	42
76	58	61	0	61	58
64	45	46	0	46	45
63	50	47	0	47	50
51	36	38	0	38	36
50	41	35	0	35	41
53	43	42	0	42	43
46	35	35	0	35	35
69	55	51	0	51	55
55	40	46	0	46	40
53	37	41	0	41	37
62	44	49	0	49	44
73	62	52	0	52	62
69	53	51	0	51	53
67	55	51	0	51	55
55	44	31	0	31	44
65	53	50	0	50	53
83	68	60	0	60	68
58	38	40	0	40	38
56	42	45	0	45	42
57	39	45	0	45	39
52	36	42	0	42	36
69	49	52	0	52	49
66	52	48	0	48	52
69	49	49	0	49	49
73	49	53	0	53	49
51	39	42	0	42	39
64	43	50	0	50	43
73	54	58	0	58	54
63	51	48	0	48	51
60	46	48	0	48	46
64	52	43	0	43	52
53	38	40	0	40	38
63	43	48	0	48	43
66	45	56	0	56	45
69	49	58	0	58	49
53	37	44	0	44	37
61	45	43	0	43	45
54	39	43	0	43	39
78	63	63	0	63	63
65	51	44	0	44	51
56	42	42	0	42	42
57	45	40	0	40	45
70	51	52	0	52	51
69	45	54	0	54	45
69	48	50	0	50	48
59	49	38	0	38	49
88	66	70	0	70	66
59	45	45	0	45	45
61	40	46	0	46	40
59	44	40	0	40	44
64	48	45	0	45	48
79	57	61	0	61	57
55	37	36	0	36	37
61	41	42	0	42	41
86	58	68	0	68	58
72	48	63	0	63	48
56	41	45	0	45	41
73	53	60	0	60	53
57	44	48	0	48	44
67	52	52	0	52	52
64	48	42	0	42	48
53	43	37	0	37	43
55	42	40	0	40	42
58	45	41	0	41	45
53	43	40	0	40	43
56	41	39	0	39	41
55	41	45	0	45	41
63	40	48	0	48	40
62	48	43	0	43	48
86	61	63	0	63	61
64	47	45	0	45	47
67	44	53	0	53	44
73	55	52	0	52	55
55	38	43	0	43	38
55	44	41	0	41	44
52	43	45	0	45	43
60	46	42	0	42	46
52	39	39	0	39	39
60	44	45	0	45	44
59	46	41	0	41	46
66	45	55	0	55	45
49	34	40	0	40	34
69	52	47	0	47	52
57	47	41	0	41	47
60	39	45	0	45	39
73	53	59	0	59	53
76	56	59	0	59	56
62	43	50	0	50	43
53	40	40	0	40	40
67	51	46	0	46	51
66	45	50	0	50	45
77	58	55	0	55	58
58	45	46	0	46	45
51	38	36	0	36	38
60	48	44	0	44	48
53	37	44	0	44	37
64	47	51	0	51	47
64	51	46	0	46	51
67	52	48	0	48	52
50	42	32	0	32	42
78	59	64	0	64	59
66	48	47	0	47	48
63	46	52	0	52	46
83	66	53	0	53	66
72	61	44	0	44	61
78	63	64	0	64	63
57	45	33	0	33	45
64	48	50	0	50	48
66	47	47	0	47	47
62	45	44	0	44	45
64	48	42	0	42	48
55	42	37	0	37	42
70	57	54	0	54	57
53	47	36	0	36	47
57	47	39	0	39	47
80	62	54	0	54	62
63	47	51	0	51	47
63	40	50	0	50	40
64	49	49	0	49	49
69	52	56	0	56	52
65	51	48	0	48	51
69	51	49	0	49	51
65	54	52	0	52	54
68	49	54	0	54	49
60	47	46	0	46	47
68	55	48	0	48	55
51	36	46	0	46	36
70	57	51	0	51	57
53	40	38	0	38	40
68	52	44	0	44	52
60	45	48	0	48	45
60	55	42	0	42	55
52	38	38	0	38	38
52	40	35	0	35	40
66	47	53	0	53	47
56	47	41	0	41	47
66	53	51	0	51	53
70	59	48	0	48	59
69	46	55	0	55	46
50	34	38	0	38	34
79	51	63	0	63	51
56	44	44	0	44	44
81	61	60	0	60	61
67	50	52	0	52	50
68	50	51	0	51	50
71	50	50	0	50	50
72	57	52	0	52	57
69	57	51	0	51	57
69	52	48	0	48	52
72	57	58	0	58	57
57	41	37	0	37	41
67	48	51	0	51	48
60	43	44	0	44	43
64	48	50	0	50	48
68	49	54	0	54	49
56	44	40	0	40	44
66	48	49	0	49	48
65	50	56	0	56	50
65	50	47	0	47	50
68	57	45	0	45	57
65	46	52	0	52	46
65	56	45	0	45	56
59	48	44	0	44	48
57	39	50	0	50	39
65	47	45	0	45	47
58	44	51	0	51	44
64	50	51	0	51	50
63	48	44	0	44	48
60	47	37	0	37	47
62	43	51	0	51	43
46	32	34	0	34	32
49	37	33	0	33	37
60	49	36	0	36	49
51	36	40	0	40	36
74	54	52	0	52	54
63	52	45	0	45	52
61	40	49	0	49	40
65	48	52	0	52	48
56	42	46	0	46	42
67	49	51	0	51	49
66	52	56	0	56	52
53	44	36	0	36	44
58	41	47	0	47	41
73	51	58	0	58	51
62	49	46	0	46	49
50	40	36	0	36	40
76	55	63	0	63	55
58	42	41	0	41	42
80	58	56	0	56	58
62	46	47	0	47	46
64	45	45	0	45	45
78	55	61	0	61	55
62	44	52	0	52	44
58	39	48	0	48	39
57	41	49	0	49	41
63	49	41	0	41	49
65	43	51	0	51	43
56	45	47	0	47	45
69	49	57	0	57	49
48	32	41	0	41	32
59	49	42	0	42	49
74	56	56	0	56	56
61	48	50	0	50	48
53	45	40	0	40	45
56	33	47	0	47	33
61	44	40	0	40	44
68	50	52	0	52	50
53	43	39	0	39	43
61	45	46	0	46	45
51	31	34	0	34	31
67	47	56	0	56	47
62	45	47	0	47	45
56	41	38	0	38	41
73	62	56	0	56	62
61	46	42	0	42	46
58	47	36	0	36	47
64	47	48	0	48	47
63	43	44	0	44	43
46	38	33	0	33	38
52	41	40	0	40	41
62	43	46	0	46	43
68	53	51	0	51	53
65	52	46	0	46	52
67	49	59	0	59	49
67	59	46	0	46	59
65	52	52	0	52	52
63	52	40	0	40	52
67	54	49	0	49	54
70	56	51	0	51	56
48	38	36	0	36	38
59	48	44	0	44	48
65	43	52	0	52	43
62	50	41	0	41	50
69	58	51	0	51	58
70	48	52	0	52	48
69	58	49	0	49	58
55	41	46	0	46	41
65	44	56	0	56	44
72	48	50	0	50	48
64	48	44	0	44	48
53	40	38	0	38	40
60	50	43	0	43	50
52	35	41	0	41	35
86	66	72	0	72	66
42	30	37	0	37	30
66	44	52	0	52	44
64	48	53	0	53	48
71	52	46	0	46	52
52	42	41	0	41	42
68	52	47	0	47	52
55	41	36	0	36	41
49	36	38	0	38	36
62	38	51	0	51	38
53	39	38	0	38	39
55	40	41	0	41	40
41	32	31	0	31	32
61	45	45	0	45	45
50	42	37	0	37	42
64	45	48	0	48	45
61	45	45	0	45	45
73	59	60	0	60	59
54	44	35	0	35	44
82	59	63	0	63	59
66	52	53	0	53	52
66	51	53	0	53	51
58	45	41	0	41	45
57	39	42	0	42	39
57	43	50	0	50	43
63	51	41	0	41	51
52	40	42	0	42	40
51	36	42	0	42	36
73	54	61	0	61	54
63	39	48	0	48	39
68	49	52	0	52	49
62	46	44	0	44	46
68	48	48	0	48	48
59	36	44	0	44	36
61	46	41	0	41	46
61	49	50	0	50	49
61	44	52	0	52	44
68	57	49	0	49	57
47	39	34	0	34	39
58	48	44	0	44	48
67	45	53	0	53	45
46	34	35	0	35	34
50	36	35	0	35	36
56	43	44	0	44	43
66	52	47	0	47	52
56	43	42	0	42	43
62	41	47	0	47	41
65	48	44	0	44	48
56	38	45	0	45	38
70	55	49	0	49	55
61	47	40	0	40	47
60	44	46	0	46	44
59	49	45	0	45	49
63	49	46	0	46	49
63	47	44	0	44	47
69	49	52	0	52	49
55	43	37	0	37	43
73	55	57	0	57	55
71	55	57	0	57	55
67	40	56	0	56	40
62	46	55	0	55	46
59	42	45	0	45	42
49	34	35	0	35	34
62	55	42	0	42	55
59	47	43	0	43	47
62	51	36	0	36	51
55	34	44	0	44	34
68	51	48	0	48	51
63	53	49	0	49	53
61	49	44	0	44	49
74	59	53	0	53	59
51	37	41	0	41	37
63	46	46	0	46	46
52	32	44	0	44	32
81	57	62	0	62	57
78	54	63	0	63	54
54	40	38	0	38	40
69	48	47	0	47	48
54	42	44	0	44	42
80	59	60	0	60	59
60	48	39	0	39	48
65	47	57	0	57	47
59	44	40	0	40	44
66	52	48	0	48	52
65	52	44	0	44	52
72	47	56	0	56	47
56	40	43	0	43	40
58	43	46	0	46	43
54	40	38	0	38	40
59	41	42	0	42	41
70	53	52	0	52	53
61	47	48	0	48	47
49	37	33	0	33	37
61	47	42	0	42	47
60	46	41	0	41	46
64	52	48	0	48	52
73	57	55	0	55	57
61	50	47	0	47	50
55	33	45	0	45	33
64	52	46	0	46	52
61	47	42	0	42	47
75	53	60	0	60	53
54	40	45	0	45	40
74	50	50	0	50	50
57	38	49	0	49	38
58	37	43	0	43	37
55	38	46	0	46	38
56	39	42	0	42	39
69	56	48	0	48	56
67	48	48	0	48	48
52	43	40	0	40	43
68	55	52	0	52	55
57	40	44	0	44	40
66	55	46	0	46	55
67	50	50	0	50	50
79	57	63	0	63	57
50	36	39	0	39	36
70	49	59	0	59	49
72	61	53	0	53	61
68	49	49	0	49	49
79	61	57	0	57	61
63	54	46	0	46	54
77	55	61	0	61	55
63	48	48	0	48	48
63	44	51	0	51	44
62	43	51	0	51	43
78	60	61	0	61	60
65	45	48	0	48	45
70	48	51	0	51	48
67	50	45	0	45	50
56	40	44	0	44	40
49	33	39	0	39	33
68	53	56	0	56	53
62	45	55	0	55	45
68	55	44	0	44	55
65	47	49	0	49	47
71	47	50	0	50	47
65	53	46	0	46	53
63	44	45	0	45	44
47	36	34	0	34	36
61	47	41	0	41	47
56	42	42	0	42	42
74	57	48	0	48	57
64	51	42	0	42	51
67	52	53	0	53	52
74	54	54	0	54	54
64	50	46	0	46	50
75	59	62	0	62	59
73	50	56	0	56	50
51	40	34	0	34	40
51	34	35	0	35	34
63	46	49	0	49	46
62	49	46	0	46	49
80	58	66	0	66	58
53	36	41	0	41	36
62	40	52	0	52	40
60	42	43	0	43	42
64	43	49	0	49	43
64	41	56	0	56	41
53	35	45	0	45	35
73	44	55	0	55	44
57	42	43	0	43	42
80	64	60	0	60	64
63	49	47	0	47	49
52	37	43	0	43	37
58	42	44	0	44	42
67	49	51	0	51	49
77	68	59	0	59	68
63	47	42	0	42	47
65	48	45	0	45	48
67	55	48	0	48	55
73	55	62	0	62	55
69	50	48	0	48	50
69	51	52	0	52	51
64	47	49	0	49	47
65	47	54	0	54	47
85	67	69	0	69	67
50	36	37	0	37	36
62	45	54	0	54	45
58	50	44	0	44	50
70	62	47	0	47	62
58	45	40	0	40	45
66	45	47	0	47	45
77	60	58	0	58	60
52	38	41	0	41	38
55	42	41	0	41	42
56	45	43	0	43	45
61	48	45	0	45	48
65	49	48	0	48	49
62	45	44	0	44	45
47	39	38	0	38	39
68	58	45	0	45	58
51	42	34	0	34	42
71	52	51	0	51	52
67	55	49	0	49	55
72	55	53	0	53	55
51	37	44	0	44	37
53	39	46	0	46	39
45	38	33	0	33	38
57	43	42	0	42	43
59	46	37	0	37	46
69	53	50	0	50	53
59	45	39	0	39	45
66	53	50	0	50	53
61	48	40	0	40	48
59	41	40	0	40	41
56	43	39	0	39	43
68	54	55	0	55	54
64	50	50	0	50	50
60	38	52	0	52	38
60	55	39	0	39	55
54	40	43	0	43	40
57	42	46	0	46	42
57	42	43	0	43	42
69	53	48	0	48	53
65	53	48	0	48	53
59	48	46	0	46	48
67	54	49	0	49	54
62	40	52	0	52	40
62	47	51	0	51	47
61	48	45	0	45	48
64	56	45	0	45	56
72	54	57	0	57	54
61	51	43	0	43	51
57	39	45	0	45	39
56	43	38	0	38	43
73	57	54	0	54	57
70	55	54	0	54	55
77	62	51	0	51	62
55	41	43	0	43	41
67	45	51	0	51	45
68	48	46	0	46	48
65	50	49	0	49	50
72	55	52	0	52	55
61	38	50	0	50	38
53	37	41	0	41	37
57	44	42	0	42	44
57	38	46	0	46	38
78	59	50	0	50	59
66	52	49	0	49	52
55	41	48	0	48	41
56	44	48	0	48	44
63	44	50	0	50	44
67	46	50	0	50	46
75	58	51	0	51	58
60	41	49	0	49	41
53	40	36	0	36	40
71	54	53	0	53	54
65	50	50	0	50	50
59	46	46	0	46	46
75	57	63	0	63	57
63	43	51	0	51	43
59	42	47	0	47	42
59	46	41	0	41	46
61	42	49	0	49	42
71	52	51	0	51	52
72	49	54	0	54	49
59	46	44	0	44	46
59	39	43	0	43	39
69	54	51	0	51	54
73	61	52	0	52	61
62	45	50	0	50	45
62	51	46	0	46	51
52	37	37	0	37	37
49	38	38	0	38	38
62	51	50	0	50	51
60	47	50	0	50	47
58	46	40	0	40	46
77	61	56	0	56	61
56	38	40	0	40	38
76	53	60	0	60	53
63	39	56	0	56	39
55	42	47	0	47	42
58	40	46	0	46	40
61	44	44	0	44	44
74	53	55	0	55	53
67	48	55	0	55	48
63	45	47	0	47	45
